date,item,price,class
Unknown,WHITE SEEDLESS GRAPES,1.39,food
Unknown,JIVE,0.65,other
Unknown,CREAM CRACKERS,0.4,food
Unknown,CHUTNEY,0.99,food
Unknown,FLAVOURED SAUSAGES,1.69,food
Unknown,PREMIUM QUICHE,1.99,food
Unknown,GREEK LAYERED YOGURT,0.99,food
Unknown,FLATBREAD THINS,0.99,food
Unknown,LUXURY TOILET TISSUE 4,1.45,home/appliances
Unknown,FRUIT & GRAIN,0.89,food
Unknown,LIGHT & DARK BROWN SUG,0.69,food
Unknown,LIGHTER MATURE CHEESE,1.49,food
Unknown,MICRO RICE,0.49,food
Unknown,FRENCH MARBLE BRIOCHE,1.49,food
Unknown,TRIO OF FOCACCIA,1.99,food
Unknown,TANGERINES,1.59,food
Unknown,SALT & VINEGAR/VARIETY,0.75,food
Unknown,FARMHOUSE SEEDED BATC,0.79,food
Unknown,HALF COATED COOKIES,0.99,food
Unknown,PEPPER & SEA SALT GRIN,0.89,food
Unknown,ISB DEMI BAGUETTE,0.19,food
Unknown,SO MALTY MALT LOAF,0.49,food
Unknown,WHITE ROLLS,0.45,food
Unknown,MEDIUM FREE RANGE EGGS,0.79,food
2018-04-13,81g Steak,10.49,food
2018-04-13,REAL EGGS,0,food
2017-12-01,BOSS RPTR BRW,6.99,food
2017-12-01,LIT $1 MUG,1,food
2017-12-01,SPIN DIP,4.25,food
2018-05-24,Quarter Cheese,4.99,food
2010-10-13,BLT,82,food
2022-08-10,MM MULTI SO,27.98,other
2022-08-10,MM OMEP,12.98,other
2022-08-10,OMEP,12.98,other
2019-04-09,SFHI,0.89,other
2019-04-09,Sig Diner Coffee,3.59,food
2019-04-09,Doubleberry Pnckes Bfs,18.79,food
2019-01-01,HX Bite Golf Balls,299.99,entertainment/alcohol
2022-07-12,Sausage McMfn EVM,5.19,food
2019-08-02,Lobster Artichoke Dip,Unknown,food
2019-08-02,Seaside Shrimp Trio,19.99,food
2019-08-02,Coconut Shrimp,15,food
2019-08-02,Crab Lovers Dream,29.99,food
2021-06-19,SK DIME XT,22.88,home/appliances
2021-06-19,CARD,4.67,other
2021-06-19,TISSUE,1.48,home/appliances
2021-06-19,BAG,2.98,home/appliances
2022-10-21,"12"" #8 RChik & Bacon Sub",Unknown,food
2014-04-15,VALUE FRY,0.99,food
2014-04-15,JR CHZ DELUXE,1.19,food
2014-04-15,JR CHEESEBGR,1.98,food
2014-04-15,VALUE ICED TEA,0.99,food
2014-04-15,VALUE COKE,0.99,food
2014-04-15,CRISPY CHICKEN,0.99,food
2014-04-15,2 VALUE COKE,1.98,food
2009-01-26,LIPCOLOR,7.97,home/appliances
2009-01-26,Coupon,Unknown,other
Unknown,LC-HOUSE-SALAD,Unknown,food
Unknown,CHICKEN-CRISPERS,5.5,food
Unknown,KID CHZ BURG BITE,1,food
Unknown,Piece Nuggets,0.99,food
Unknown,Value Fries,0.99,food
2021-11-21,** Delivery Uber **,0,transportation
2021-11-21,M Fruitopia Orange,4.98,food
2021-11-21,"Spicy Habanero McCknoquese""",6.39,food
2021-02-06,Cake Pop,2.25,food
2021-02-06,Chocolate Croissant,2.95,food
2021-02-06,Hot Chocolate,2.95,food
2021-02-06,Caffe Mocha,3.95,food
2020-12-08,ELECTRC SMKR <A>,299,home/appliances
2020-12-08,100SS DOOR <A>,139,home/appliances
2020-12-08,1×4X8PRIME <A>,19.74,other
2018-11-11,EGG (1),Unknown,food
Unknown,CRETORS MIX,5.89,food
Unknown,KS WHEAT BRD,3.99,food
Unknown,SKINNYPOP 14,5.39,food
Unknown,PORK EGGROLL,7.59,food
Unknown,KINGS BOWL,10.99,food
Unknown,KS TRAIL MIX,12.89,food
Unknown,YAKISOBA,11.49,food
2018-12-01,REG_ FRIES,3.79,food
2018-12-01,WINGS LARGE,21.29,food
Unknown,OIL DRAIN PN,2.74,home/appliances
Unknown,KRO WATER,0.76,food
Unknown,PC RYND WRAP QC,3.49,home/appliances
Unknown,KRO ALLUMNM,2.99,home/appliances
Unknown,SARG CHEESE,9.98,food
2019-01-05,KS ORG SUGAR,8.49,food
2019-01-05,DC FIGS,4.97,food
2019-01-05,DRIED PLUMS,8.99,food
2019-01-05,HERSHEY NUGG,11.75,food
2019-01-05,KS ORG CHERY,7.99,food
2019-01-05,KS WHL PEPER,4.99,food
2019-01-05,KS PURE SALT,2.79,food
2019-01-05,KS GRINDER,6.89,home/appliances
2019-01-05,KS ORG EGGS,6.49,food
2019-01-05,ORGANIO CHIP,5.89,food
2020-09-03,Vie 12pk,0.6,food
2020-09-03,Bel Bottle Deposit .60,1.19,other
2020-09-03,medium Salsa,Unknown,food
2020-09-03,munk Tuna In Oil,0.68,food
2020-09-03,Chunk Tuna In Oil,0.68,food
2020-09-03,chunk Tuna Water,0.68,food
2020-09-03,FarfllXTri-Clr Rot,0.75,other
2020-09-03,Cranberry Cocktail,1.29,entertainment/alcohol
2020-09-03,Snak Sak,1.95,food
2020-09-03,Macaroni & Cheese,0.34,food
2020-09-03,Pork & Beans,,food
2020-09-03,Big Dipper Chips,0.89,food
2020-09-03,Steam Asian Blends,1.79,food
2020-09-03,Gourmet Deli/,4.49,food
2020-09-03,Fruit & Grain Bar,1.39,food
2020-09-03,WhiteTortillaChips,0.89,food
2020-09-03,Itln/Zst Izlm Dres,0.89,other
2020-09-03,Deluxe Amer Slices,1.99,food
2020-09-03,Cinnamon Bagels,1.49,food
2020-09-03,12 Grain Bread,1.28,food
2012-09-28,LUCERNE BUTTERMILK,2,food
2012-09-28,LUCERNE CHOC MILK,2,food
2012-09-28,RUSSET POTATO,3.99,food
2021-11-09,BIC WO TAPE,1.97,home/appliances
2021-11-09,RIBBON,10.44,home/appliances
2021-11-09,SE REG JEAN,10.44,clothing
2021-11-09,REG JEAN,Unknown,clothing
2021-11-09,GE REG JEAN,10.44,clothing
2015-07-14,Sides,1,food
2021-07-07,SCHUR ICE,1.99,food
2021-07-07,CHKRS/RALLY FRIES PC,2.99,food
2021-07-07,LETTUCE HEAD,1.39,food
2021-07-07,PRSL XL WHT SND BNPC,2,other
2021-07-07,KRO VEG OIL,5.79,food
2020-10-01,The Travis Scott Meal for $6 Daily Deal,1,food
2015-01-13,LIME,1.4,food
2015-01-13,"ORANGES, NAVEL",1.37,food
2015-01-13,FRNZ 100% WW BR,1.98,food
2015-01-13,MARUCHAN SOUP,2.56,food
2015-01-13,MARUCHAN RAMEN,3.68,food
2015-01-13,QUAKER OATS,2.98,food
2015-01-13,F/L DORITOS,2.47,food
2015-01-13,SMUKR JELLY GRA,1.68,food
2015-01-13,WINCO BRN SUGAR,0.71,food
2015-01-13,F/L DIP BEAN,1.88,food
2022-11-12,Tandoori Chicken,2990,food
Unknown,endor Coupon,-2,other
Unknown,andor Coupon,-2,other
Unknown,ndor Coupon,-2,other
2014-02-08,IFG CPN,Unknown,other
2014-02-08,BONUS CPN,Unknown,other
2014-02-08,STR CPN & KRO PLUS,Unknown,other
2021-09-11,Blue Moon Small,5.99,entertainment/alcohol
2021-09-11,9oz Filet,27.79,food
2021-09-11,Steamed Asparagus,2.29,food
2023-01-14,Filet-O-Fish,6.69,food
2023-01-14,Filet-O-Fish Patty,1.4,food
2023-01-14,Bacon QPC Meal,16.89,food
2023-01-14,S Premium Roast,3.09,food
2012-10-16,DOUBLE-DOUBLE,4,food
2012-10-16,Lg T-Shirt,5,clothing
Unknown,NATURE VLLY GR B7,0,food
Unknown,6M CHEERIOS CREAL,3.98,food
Unknown,NV NUL LOVERS,3.98,food
Unknown,FAGE TOTAL 2% YOGU,1.25,food
Unknown,GREEN BELL PEPPERS,1,food
Unknown,MEDIUM CELERY,0.5,food
2018-04-17,GAS TABLETS,5.48,transportation
2018-04-17,COMP GLOVE,6.92,home/appliances
2018-04-17,KBF DC COCOA,2.78,food
2019-03-03,M Coke,1,food
2019-03-03,L Shamrock Shake,4.19,food
2010-06-17,GILLETTE BW,0,home/appliances
2010-06-17,GILL BW,4.49,home/appliances
2019-05-11,4PC TENDER CBO,6.49,food
2019-10-10,BLCK CJN SALMN,18.49,food
2019-10-10,EX HONEY MUST,0,food
2019-10-10,BRD STCK,0.99,food
2019-10-10,$ADD 1 BRD STCK,0.99,food
2022-07-03,SERV & EQUIP,5,other
2022-07-03,Store Network Charges - BDSL 0518,75.23,other
2022-07-03,ADFUND 4.06% 0518,,other
2022-07-03,CLOUD EMAIL 0518,2.43,other
2022-07-03,BOOKKEEPING & PAYROLL FEE,165,other
2022-07-03,SUPERANNUATION PROCESSING,10,other
2022-07-03,DEVELOPING MARKET SUBSIDY 1% 98518,54394,other
2022-07-03,GPS PLATFORM FEE 0518,25.38,other
2022-07-03,HELPDESK WEEKLY CHARGE 0518,29.3,other
2022-07-03,LEASE FEE 0518,26.2,other
2022-07-03,MICROSOFT LICENSE FEE 0518,,other
2022-07-03,NATPROD 1.3% FUND 0518,707.12,other
2022-07-03,PULSE ENHANCEMENT FEE 0518,19.1,other
2022-07-03,ROYALTY DPE 7.0% 0518,3807.57,other
2022-07-03,CHARGEBACKS ADFUND REFUND 5.36% 0518,-1.39,other
2022-07-03,CHARGEBACKS ROYALTY REFUND 5% 0518,-1.29,other
2022-07-03,RENT/0518/Rent,Unknown,other
2022-07-03,OUTGS/0518/Mgt Fee JUL22,372.04,other
2022-07-03,OUTGS AJR PROPERTY/0518/STRATA,606.05,other
2022-07-03,Mandoe Music Licence - Jun-22,70.52,other
2022-07-03,MONTHLY MANDOE BRD RENTAL Jun-22,70,other
2022-07-03,GPS Delivery Fees. 925 Deliveries- WE,33.64,transportation
2022-07-03,Pub. Liability Ins and Store Cover JUN 22,362.35,other
2022-07-03,M/V,Unknown,other
2022-07-03,Chargeback,2586,other
2022-07-03,Fees,1380,other
2022-07-03,Fees Paypal,20.36,other
2022-07-03,IMPRESSU,9392,other
2022-07-03,Estore,Unknown,other
2022-07-03,My,11.3,other
2022-07-03,Adyen,237.12,other
2020-01-22,HOT BAR,11.09,food
2024-06-27,Shredded Parmesan,2.19,food
2024-06-27,Dish Detergent,2.09,home/appliances
2018-08-14,TOSTINOS PIZZA,1.19,food
2018-08-14,KRO IT SSAGE,2.99,food
2018-08-14,TACO HUMMUS,3.99,food
2018-08-14,SABRA HUMMUS W/PRTPC,1,food
2018-08-14,KROGER TORT CHIPS,1.49,food
2018-08-14,CMFRTS BABY POWDER,1.69,home/appliances
2018-08-14,SAS GRANULATED,1.89,food
2018-08-14,DOVE BAR SOAP,1.99,home/appliances
2018-08-14,EVOLVE STYLN BRUSH,2.99,home/appliances
2020-03-17,PUMPKIN PIE,0.5,food
2020-03-17,KFT SINGLES,5.57,food
2020-03-17,PRG ORG,1.44,other
2020-03-17,GV YOGURT,1.84,food
2020-03-17,PREM BF HAM,3.98,food
2020-03-17,BBQ VIENNA,0.56,food
2020-03-17,BUENDIACFFEE,4.48,food
2020-03-17,1 MILK,2.27,food
2020-03-17,PRKY SPRY,2.08,home/appliances
2020-03-17,EGGS 12CT,1.07,food
2020-03-17,SITE MERCH,2.98,clothing
2020-03-17,FRCH SLCE,1,food
2020-03-17,BRIOCHE MAR,3.98,food
2020-03-17,MUG,0.94,home/appliances
2020-03-17,BOWL,0.94,home/appliances
2020-03-17,160Z CINN FT,1.64,food
2020-03-17,GV APPLESCE,1.62,food
2020-03-17,CMTSPAGETTI,1.98,food
2020-03-17,CMPLT CHICKN,1.98,food
2015-07-23,"LG BLIZZ,",6.17,food
2018-12-07,GATORADE FRT PUNCH,1.34,food
2018-12-07,CHOC CHP MINI MFFN,4.99,food
2018-12-07,GM CHOCOLATE CHEX,3.89,food
2018-12-07,JELL-O SF CHOCOLAT,2.35,food
2018-12-07,AQUAFINA WATER,5.99,food
2018-12-07,YOBABY 6PK BAN/MGO,3.99,food
2018-12-07,HS/F DS HNY TK BRS,4.49,food
2018-12-07,RITZ W/PNT BTR,4.49,food
2018-12-07,CAFE BUSTELO,5.69,food
2018-12-07,KELL RICE KRISP BA,4.99,food
2018-12-07,PHIL CC VEGETABLE,3.25,food
2018-12-07,PHIL CREAM CHEESE,5.69,food
2018-12-07,H/DZ BAR SS,5.69,food
2018-12-07,DIET COCA-COLA,4.99,food
2018-12-07,SMARTFOOD W/CH POP,3.99,food
2018-12-07,SMARTFOOD CRM CHDR,3.99,food
2018-12-07,FNGLE-A-BGL 5 CT,3.49,food
2018-12-07,LENDERS PLAIN,1.97,food
2018-12-07,RUFF CHED/SR CRM,4.29,food
2018-12-07,MM APPLE JU 10PK,3.99,food
2018-12-07,SILK ALMOND UNSWEE,2.96,food
2018-12-07,HOR MILK DHA WHOLE,5.59,food
2018-12-07,HOAGIE ROLLS 4 CT,2.99,food
2018-12-07,APPLE GRANNY SMITH,5.99,food
2018-12-07,GM CHOC PB CHEERIO,4.19,food
2018-12-07,CM COOKIES & CREAM,2.5,food
2018-12-07,G/ADE X-FCTR FRT P,5.89,food
2018-12-07,PROPEL ZERO BLK/CH,4.29,home/appliances
2018-12-07,DANIMALS POUCH STR,3.99,food
2018-12-07,DC Big G Cereals,-1,food
2018-12-07,DANIMALS POUCH BAN,3.99,food
2018-12-07,DANIMALS CTTN CNDY,3.99,food
2023-10-13,Cmlg Ghst Pep Whp,17.09,food
2023-10-13,Ghst Pep Whp,Unknown,food
2022-12-23,SIDE Kickin Ranch,0.73,food
,FONT SIZE/pt,8.5,other
,PAPER WIDTH/mm,78.82,home/appliances
,PRINTER WIDTH/mm,80,home/appliances
,INCLUDED CHARS,145,other
,PRINTED DAY,31,other
,PRINTED MONTH,5,other
,PRINTED YEAR,2019,other
,PRINTED HOUR,8,other
,PRINTED MINUTE,47,other
,FONT PRICE/dollars,Unknown,other
,MASS 72,5.95,other
2022-02-17,Freshly Brewed Coffee-Grande,,food
2022-02-17,Choice of size: GRANDE,4.5,food
Unknown,BUITONI RAVIOLI,3.49,food
Unknown,RANA RAVIOLI,3.99,food
Unknown,LNDR BAGELS,1.79,food
Unknown,IMPR MARGRNE,0.99,food
Unknown,KRO SOURCRM,1,food
Unknown,KROGER 2% MILK,1.69,food
Unknown,BTL DEPOSIT,0.1,other
Unknown,FAYGO SODA,1,food
Unknown,TOSTITO CHIPS,3.29,food
Unknown,TMTS CAT TREAT,1.67,food
Unknown,PURINA CAT CHOW,4.99,food
Unknown,KRO POTATO,2.79,food
Unknown,PRGO SAUCE,2.19,food
Unknown,ACT II POPCRN,2.99,food
Unknown,GRAPES,3.88,food
Unknown,KRO JCE CKTL,1.88,entertainment/alcohol
Unknown,PEACHES YLW,2.18,food
Unknown,MRSG SOUP MIX,2.39,food
Unknown,MILKYWAY,1,food
Unknown,SNCKRS FUN SIZE,1,food
Unknown,YOO HOO DRINK,2,food
Unknown,KRO PARM CHS,2.5,food
2016-05-18,Bwl Creamy Tomato Soup,5.29,food
2016-05-18,You Pick Two,Unknown,other
2016-05-18,Candy Cookie,2.09,food
2016-05-18,Flip Flop Cookie,2.59,food
2009-01-26,FLUSS,3.69,food
2009-01-26,FROZEN PIZZA,4.79,food
2018-07-30,Combo 10,6.89,other
2018-07-30,NACHO FRIES,1.39,food
2022-07-04,Cola,3.19,food
2022-07-04,No Beverage,Unknown,food
2022-07-04,Ultimate Endless Shrimp,18.99,food
2022-07-04,3 Course Meal,18.99,food
2008-10-10,OP FREE COUPON,Unknown,other
2008-10-10,MC OP FREE COUPON,6.99,other
Unknown,NES Grocerx,Unknown,food
Unknown,NFS Grocery,3.25,food
Unknown,BUTER CROISS,5.99,food
Unknown,AVOCADOS 5CT,7.99,food
Unknown,MINI WONTONS,9.49,food
Unknown,KS CANOLA,8.49,food
Unknown,KS U/S QTRS,8.69,other
Unknown,KS 5DZ 2GG,8.99,other
Unknown,RASPBERRIES,5.99,food
Unknown,BLUEBERRIES,5.99,food
Unknown,SPINACH,4.99,food
Unknown,ECOS LAUNDRY,12.99,home/appliances
Unknown,PINEAPPLE,2.99,food
Unknown,KS ULTRA LIQ,15.99,home/appliances
2022-06-27,$6.99 5PC BIC,16.69,food
2015-02-21,CEREAL HONEST O ORIG 8 OZ,3.49,food
2015-02-21,STRAW TWSTD FRUIT,2.99,food
2015-02-21,WDSTK CORN,4.39,food
2015-02-21,OV SHRDDED MOZZARELA,3.49,food
2015-02-21,ORG BROWN SUGAR,3.08,food
2015-02-21,CARROTS BUNCHED,2.49,food
2015-02-21,ORANGE GELS,2.99,home/appliances
2015-02-21,BUTTER SALTED,4.99,food
2015-02-21,ORG CREAM CHEESE B,2.79,food
2015-02-21,ORG SOUR CREAM,2.99,food
2015-02-21,ORG SWEET YELLOW,1.99,food
2015-02-21,APPLES GALA,3.95,food
2015-02-21,SLD CLM WFM SPRING,2.5,food
2015-02-21,MILD CHEDDAR SHRED,99,food
2015-02-21,ANGIES POPCRN BMCH,2.5,food
2015-02-21,ANNIE BNY GRHM CHC,3.99,food
2015-02-21,ANNIE CHDR BUNNIES,99,food
2015-02-21,BAKNA 100% APL JC,4.99,other
2015-02-21,BAKNA 100%JC F/P,5.89,other
2015-02-21,SPCTTM MAYO ORG,Unknown,food
2015-02-21,KLND HEATH BAR 6CT,3.99,food
2015-02-21,APPLE GALA ORGANIC,4.99,food
2015-02-21,MANDARINES ORGANIC,Unknown,food
2015-02-21,ORGANIC TOMATO GRP,4.99,food
2015-02-21,ROMAINE HEART ORG,Unknown,food
2011-08-18,D-SM SODA,1.49,food
2011-08-18,MD ICD ORIG BLEN,1.99,food
2016-09-30,Combo: #07 Footlong -Lg,6.88,food
Unknown,KRO EGGS LRG,1.59,food
Unknown,PRKY MARGRNE,1,food
Unknown,M&MS,0.5,food
2010-03-26,DT DR PEP CH,1.49,food
2010-03-26,CUPHOOKS,3.96,home/appliances
2010-03-26,SINGLE ROD,8.94,home/appliances
2010-03-26,SINGER,7.96,other
2010-03-26,5OCT BANDED,3.99,home/appliances
,Mkt Turkey,5.39,food
,*** TO- GO ***,0,food
2015-05-20,OP CLIPPER CARD,75,other
Unknown,#480 Chocolate Chip Cookie Dough,4.99,food
Unknown,Cookie Dough,4.99,food
Unknown,#102 Pepsi 1.5L Bottle,2.92,food
Unknown,#400 Dips Garlic Dip,0.49,food
2008-06-22,ATT 25,24.99,other
2008-06-22,NINTENDO DS,9.99,entertainment/alcohol
2008-06-22,SKULLCANDY,14.99,home/appliances
2008-06-22,AIPTEK A HD,119.99,home/appliances
2008-04-23,SUBMELT fr,,food
2021-07-23,MENTOS GUM FRSHMNTPC,5.99,food
2021-07-23,GHIR CHOCOLATE,4.39,food
2021-07-23,KRO VITAMIN D MILK,3.29,food
2021-07-23,KRO CREAMER PC,2.29,food
2021-07-23,COFFEEMATE CREAMERPC,3.49,food
2017-04-04,Concrete Single,4.69,home/appliances
Unknown,VM SM WHP-CHS,6.49,food
Unknown,*MEDIUM ICE TEA,0.2,food
2013-02-25,AMMO,34.97,other
2012-07-30,Grande Meal,9.9,food
2012-07-30,Sft Tac Party Pk,10,food
2012-07-30,Taco Party Pack,10,food
2012-07-30,Med Drink,43.94,food
2012-07-30,Supreme Pizza,11.97,food
2012-07-30,Pepperoni Pizza,11.07,food
2012-07-30,Cheese Pizza,10.47,food
2023-07-31,RECALL AMOUNT,855.4,other
Unknown,IRACER 2% RF MILK,2.39,food
2009-08-06,BAGEL TOASTER,19.99,food
2009-08-06,WALL ART,14.97,home/appliances
2024-01-24,RING/LINKED,749.99,home/appliances
2022-03-22,HORM FC BACF,17.47,food
2012-08-13,WATERMELON,Unknown,food
2012-08-13,ARROWHEAD,4.15,food
2012-08-13,CRACKERS,7.48,food
2012-08-13,SPRING MIX,3.98,food
2012-08-13,BLUEBERRIESI,5.98,food
2012-08-13,LC GARLIC&HF,6.98,food
2012-08-13,EB18CT GR AF,3.24,other
2012-08-13,MULTI GRAINF,5.38,food
Unknown,TRESEMME,4.39,home/appliances
2013-08-01,"6"" Spicy Italian",2.5,food
2013-08-01,"6"" Subway Club",4.5,food
2013-08-01,Fountain Drink - 21oz,1.5,food
2013-08-01,$4LPgmCA1,0,other
2010-06-22,YOPLAIT FIBER YOGU,2,food
2010-06-22,Mfr. eCoupon,Unknown,other
2010-06-22,YOPLAIT FIBER ONE,2,food
2012-05-31,FREE Pantene Style,Unknown,home/appliances
2018-12-18,PPK SRF ZEST A FIESTA PAR,2.99,food
2018-12-18,SFP SUPREME 8IN,7,food
2021-07-24,Chicken Ceasar Wrap,Unknown,food
2021-07-24,LIL JOHN #5 Vito,8.49,entertainment/alcohol
2021-07-24,LIL JOHN #1 Pepe,3.59,entertainment/alcohol
2021-07-24,#4 Turkey Tom,6.49,food
,Go Large,7.69,food
,DIP POT,Unknown,home/appliances
,LARGE FRI,0.4,food
2014-04-23,CPN,Unknown,other
2020-06-16,Small Cone,0.94,food
Unknown,EGG BEATERS 152,49,home/appliances
Unknown,MC GROCERY,Unknown,food
Unknown,MC REY REC FOILSOF MI,0.75,home/appliances
Unknown,MC REY REC FOIL5OF,1.5,home/appliances
Unknown,MC MARCALTWL 302.5,1.5,home/appliances
Unknown,MC MARIE YGRT DRSG,1,food
Unknown,MC MILK BITE 6.152,0.75,food
Unknown,DOUBLED COUPON,0.75,other
2003-11-13,Bottle Refund,-2.3,other
2017-08-31,1/2 Strw-Popoy Chxsal,Unknown,food
2018-08-19,Ice Cof MD OrigBind,2.69,food
2018-08-19,AddTurboShot,0.99,food
2018-08-19,Bagel w/CC,2.49,food
Unknown,Facilisis,9.1,other
Unknown,elit.,Unknown,other
Unknown,Excepteur sint,Unknown,other
Unknown,Ultricies tristique nulla aliquet,Unknown,other
Unknown,Tristique nulla,Unknown,other
2014-07-26,CO,0.56,other
2014-07-26,DP,1,other
2014-07-26,MC OP SCANNED COUPON,1,other
2021-11-21,** Delivery Uber,0,transportation
2021-11-21,Spicy Habanero McCkn,6.39,food
2019-01-26,HOTDOG COMO,1.5,food
2019-01-26,HOTDOG CamB,1.5,food
2019-01-26,HOTDOG CONB,1.5,food
2023-06-25,Iced Caffè Latte,5.45,food
2020-01-01,CORN FLAKES,5.49,food
2020-01-01,KLLGG RAISIN BRAN,5.99,food
2020-01-01,HD & SHLDRS SHMPOO,9.99,home/appliances
2020-01-01,SUSHI CA R,13.98,food
2020-01-01,SUSHI SHRIMP ROLL,8.99,food
2020-01-01,BYO SANDWICH REG,6.99,food
2020-02-21,Grande Americano,2.89,food
2020-02-21,Fresh Squeezed Juice,2.99,food
2021-10-16,GRILL COVER,14.97,home/appliances
2021-10-16,FIBER CHOICE,12.94,food
2021-10-16,CELERY HEART,2.48,food
1996-11-08,FRY,0.25,food
Unknown,Fresh Broccoli,Unknown,food
Unknown,Baked,Unknown,food
Unknown,French Fries,Unknown,food
Unknown,Mashed Potatoes,Unknown,food
Unknown,Crispy Dragon Broccoli,Unknown,food
Unknown,Side Caesar Salad,Unknown,food
2013-12-17,"CEREAL BOWL, GREEN",5.99,food
2013-12-17,MUG GREEN,5.99,home/appliances
2019-02-01,EQ PINK GR,3.48,other
2017-11-15,CELLU,Unknown,other
Unknown,PREPAY CR #03,30,other
2020-06-15,HYV 1% LF MILK,Unknown,food
2020-06-15,TOTINOS TRIPLE CHS,Unknown,food
2020-06-15,ORBIT SWEET MINT,Unknown,food
2020-06-15,DR PEPPER CHERRY,Unknown,food
2020-06-15,P FARM HOAGIE SEEDED,Unknown,food
2020-06-15,AE 1% VANILLA YOGURT,Unknown,food
2020-06-15,HYV SLTD BIR QTRS,Unknown,food
2020-06-15,RAGU CHNKY SAUTEED,Unknown,food
2020-06-15,OUI LAYER NESSRT CAR,2.25,food
2020-06-15,SARA LEE DLGHTFUL MG,Unknown,food
2020-06-15,SIMPLY ZIP SANDWICH,3.99,food
2020-06-15,BERTOLLI CHIANTI RED,,entertainment/alcohol
2020-06-15,CHEEZ-IT WHITE CHEDD,Unknown,food
2020-06-15,DUNBARS RSTD PC,Unknown,food
2020-06-15,GARDETTO,Unknown,food
2020-06-15,CARANDO ITLN MEAT,Unknown,food
2020-06-15,FARM RAISED ATL,Unknown,food
2020-06-15,FARM RATCE,Unknown,food
2014-05-28,4 LB. Sugar,1.89,food
2014-05-28,Bagged lemons,1.69,food
2014-05-28,Beans and Wieners,0.79,food
2014-05-28,Brie Cheese Round,2.99,food
2014-05-28,Condensed Tom Soup,0.59,food
2014-05-28,Corned Beef,3.49,food
2014-05-28,Deli Mustards,0.79,food
2014-05-28,Enhanced Water,0.89,food
2014-05-28,Fair Trade Coffee,3.99,food
2014-05-28,G Bears& Hppy Cola,0.95,food
2014-05-28,Hand Select Fruit,2.19,food
2014-05-28,Inst Choc Pudding,0.45,food
2014-05-28,Mangoes,1.19,food
2014-05-28,Maraschino Cherrie,1.49,food
2014-05-28,Med EZ Peel Rw Shp,7.99,food
2014-05-28,M Roth Flavor Coll,1.99,food
2014-05-28,Mussels Assort.,2.99,food
2014-05-28,Organic Apples,4.89,food
2014-05-28,OrganicChkn/Lentil,1.99,food
2014-05-28,Oyster Crackers,0.89,food
2014-05-28,Peppers Multi - Color,0.99,food
2014-05-28,Prem NFC OJ,2.39,food
2014-05-28,Radishes,1.29,food
2014-05-28,Sauerkraut,1.69,food
2014-05-28,Smoked Polish,3.99,food
2014-05-28,Spanish Olives,1.19,food
2014-05-28,Vienna Sausage,0.39,food
2014-05-28,White Vinegar,0.99,food
2014-05-28,Whole Oysters,1.99,food
2014-05-28,Wild Caught Salmon,4.49,food
2009-09-16,GSB CHK,3.79,other
2016-10-03,4 for $4 JBC Meal Sm,4,food
2014-10-17,HC Crisp,14.99,food
2014-10-17,Ribs,23.39,food
2014-10-17,Dinner House Sal w/Entree,3.99,food
2014-10-17,Spinach Dip,10.29,food
2014-10-17,Mango Tea,3.79,food
2014-10-17,Beverage,3.29,food
2019-03-15,Super Slampler,5.99,food
2010-07-22,PKG MEAT MARKDOWN,1.99,food
2020-07-07,GON RELOAD,3.74,other
2020-07-07,AMOUNT,100,other
Unknown,365WFM CHED JACK SHRED,6.49,food
2023-10-12,Alph/ChocChpCookie,,food
2023-10-12,Turtle Crackers,,food
2023-10-12,Choc Butter Cookie,,food
2023-10-12,Filled Pasta,1.99,food
2023-10-12,Assorted Ravioli,1.99,food
2023-10-12,Filled Gnocchi,2.49,food
2023-10-12,Jarred Soups,3.69,food
2023-10-12,Avocado Oil,5.79,food
2023-10-12,Aged White Cheddar,2.75,food
2023-10-12,Cracker Cuts,2.99,food
2023-10-12,Whole Kernel Corn,,food
2023-10-12,MooTubes Asst Var,,food
2023-10-12,Southwest Sald Kit,,food
2023-10-12,GF Dog Treats,,food
2023-10-12,Pretzel Pieces,,food
2023-10-12,Cosmic Crisp Apple,3.49,food
2023-10-12,Sweet Onions 21b,1.99,food
2023-10-12,Dia de los Muertos,,other
2023-10-12,Peanut Butter,3.89,food
2023-10-12,3 oz. Cat Treats,1.25,food
2023-10-12,Sartori Cheddar,3.99,food
2023-10-12,Prem Rst Coffee,6.39,food
2023-10-12,Gourmet Medley Tom,3.29,food
2023-10-12,Mini Sweet Peppers2.97,3.19,food
2023-10-12,Blackberries 3,1.99,food
2023-10-12,F&A Rice Cakes,2.99,food
2023-10-12,"Seedless Cucumber),",0.95,food
2023-10-12,12 pk GT Cola,3.99,food
2023-10-12,4 Roll 1000ct Bath,2.99,home/appliances
2023-10-12,GROUND SIRLOIN,12.48,food
2023-10-12,Cauli Crust Pizza,,food
Unknown,RED LEAF LETTUCE,0.98,food
Unknown,SMALL NAVEL ORANGES,2.3,food
Unknown,SR CRM KTL CHIPS,1.5,food
Unknown,LG VEG A FED EGGS,3.99,food
Unknown,BLK RSP GELATO,3.99,food
Unknown,TALENTI GELATO,399,food
Unknown,DEPARTMENT,Unknown,other
Unknown,USED BAG CREDIT,-10,other
2018-08-09,PATRN PERF MARG,10.59,other
2018-08-09,AYCE RIBLETS,12.99,food
